build_id,commit_sha,file_changed,status,duration_seconds,trigger_type,data_provenance
1001,cf334053,src/middleware/auth-middleware.js,failed,100,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1002,cf671858,src/controllers/user-controller.js,passed,203,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1003,cf198246,src/middleware/auth-middleware.js,passed,38,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1004,cf688508,src/controllers/admin-controller.js,passed,184,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1005,cf539898,src/controllers/admin-controller.js,passed,209,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1006,cf895667,src/controllers/admin-controller.js,passed,101,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1007,cf263032,src/controllers/user-controller.js,passed,117,manual_run,SYNTHETIC_DATA_PROTOTYPE
1008,cf197251,src/controllers/admin-controller.js,passed,116,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1009,cf377370,src/db/connection.js,failed,118,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1010,cf496922,src/auth/legacy-jwt.js,passed,167,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1011,cf479201,src/middleware/auth-middleware.js,passed,190,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1012,cf338968,src/controllers/admin-controller.js,passed,41,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1013,cf498591,src/auth/validators.js,passed,89,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1014,cf488162,src/auth/validators.js,passed,123,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1015,cf816751,src/utils/logger.js,passed,98,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1016,cf864544,src/middleware/auth-middleware.js,passed,73,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1017,cf771088,src/controllers/admin-controller.js,passed,127,manual_run,SYNTHETIC_DATA_PROTOTYPE
1018,cf340174,src/controllers/admin-controller.js,passed,226,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1019,cf169403,src/auth/legacy-jwt.js,passed,132,manual_run,SYNTHETIC_DATA_PROTOTYPE
1020,cf429963,src/controllers/admin-controller.js,passed,175,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1021,cf581141,src/controllers/admin-controller.js,passed,131,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1022,cf688637,src/controllers/user-controller.js,passed,93,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1023,cf518801,src/auth/validators.js,passed,139,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1024,cf617488,src/utils/logger.js,passed,65,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1025,cf757924,src/middleware/auth-middleware.js,passed,58,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1026,cf166613,src/controllers/user-controller.js,passed,138,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1027,cf363626,src/db/connection.js,passed,149,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1028,cf663054,src/auth/legacy-jwt.js,passed,59,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1029,cf407757,src/auth/validators.js,passed,117,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1030,cf854639,src/db/connection.js,failed,30,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1031,cf632342,src/auth/validators.js,passed,225,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1032,cf632323,src/middleware/auth-middleware.js,passed,106,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1033,cf665579,src/controllers/admin-controller.js,passed,225,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1034,cf217301,src/auth/legacy-jwt.js,passed,155,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1035,cf351083,src/utils/logger.js,passed,236,manual_run,SYNTHETIC_DATA_PROTOTYPE
1036,cf189814,src/auth/legacy-jwt.js,failed,175,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1037,cf903035,src/models/user-model.js,passed,224,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1038,cf273148,src/controllers/user-controller.js,failed,151,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1039,cf322086,src/auth/validators.js,passed,185,manual_run,SYNTHETIC_DATA_PROTOTYPE
1040,cf781446,src/controllers/admin-controller.js,passed,132,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1041,cf226882,src/utils/logger.js,passed,162,manual_run,SYNTHETIC_DATA_PROTOTYPE
1042,cf716886,src/controllers/admin-controller.js,passed,116,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1043,cf842225,src/controllers/admin-controller.js,passed,31,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1044,cf174299,src/auth/legacy-jwt.js,failed,38,manual_run,SYNTHETIC_DATA_PROTOTYPE
1045,cf665427,src/controllers/admin-controller.js,passed,154,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1046,cf595631,src/controllers/user-controller.js,passed,176,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1047,cf299659,src/controllers/admin-controller.js,passed,236,manual_run,SYNTHETIC_DATA_PROTOTYPE
1048,cf544154,src/middleware/auth-middleware.js,failed,140,manual_run,SYNTHETIC_DATA_PROTOTYPE
1049,cf806073,src/db/connection.js,passed,216,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1050,cf939482,src/middleware/auth-middleware.js,failed,216,manual_run,SYNTHETIC_DATA_PROTOTYPE
1051,cf570405,src/middleware/auth-middleware.js,failed,78,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1052,cf361941,src/controllers/user-controller.js,passed,101,manual_run,SYNTHETIC_DATA_PROTOTYPE
1053,cf153045,src/middleware/auth-middleware.js,passed,170,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1054,cf274389,src/auth/legacy-jwt.js,passed,222,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1055,cf161483,src/db/connection.js,passed,84,manual_run,SYNTHETIC_DATA_PROTOTYPE
1056,cf922157,src/controllers/user-controller.js,passed,129,manual_run,SYNTHETIC_DATA_PROTOTYPE
1057,cf921414,src/models/user-model.js,passed,208,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1058,cf161324,src/models/user-model.js,failed,105,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1059,cf712554,src/auth/legacy-jwt.js,passed,44,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1060,cf159642,src/models/user-model.js,passed,165,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1061,cf171262,src/middleware/auth-middleware.js,passed,47,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1062,cf707040,src/controllers/admin-controller.js,passed,175,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1063,cf712024,src/auth/legacy-jwt.js,passed,137,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1064,cf850981,src/utils/logger.js,passed,82,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1065,cf804318,src/utils/logger.js,passed,131,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1066,cf109767,src/auth/validators.js,passed,222,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1067,cf176819,src/models/user-model.js,passed,174,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1068,cf172132,src/controllers/admin-controller.js,passed,63,manual_run,SYNTHETIC_DATA_PROTOTYPE
1069,cf974244,src/controllers/admin-controller.js,passed,70,manual_run,SYNTHETIC_DATA_PROTOTYPE
1070,cf654634,src/auth/validators.js,passed,236,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1071,cf795613,src/auth/legacy-jwt.js,passed,171,manual_run,SYNTHETIC_DATA_PROTOTYPE
1072,cf221035,src/middleware/auth-middleware.js,passed,64,manual_run,SYNTHETIC_DATA_PROTOTYPE
1073,cf395442,src/middleware/auth-middleware.js,passed,69,manual_run,SYNTHETIC_DATA_PROTOTYPE
1074,cf765046,src/controllers/admin-controller.js,passed,82,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1075,cf196781,src/auth/validators.js,passed,94,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1076,cf449759,src/db/connection.js,passed,41,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1077,cf877236,src/controllers/user-controller.js,passed,97,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1078,cf110139,src/models/user-model.js,passed,139,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1079,cf672092,src/middleware/auth-middleware.js,failed,206,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1080,cf255287,src/auth/legacy-jwt.js,passed,179,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1081,cf934794,src/db/connection.js,failed,108,manual_run,SYNTHETIC_DATA_PROTOTYPE
1082,cf361650,src/auth/legacy-jwt.js,passed,83,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1083,cf750810,src/middleware/auth-middleware.js,failed,173,manual_run,SYNTHETIC_DATA_PROTOTYPE
1084,cf938742,src/controllers/user-controller.js,passed,90,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1085,cf872343,src/controllers/user-controller.js,passed,36,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1086,cf870763,src/utils/logger.js,passed,135,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1087,cf213346,src/controllers/admin-controller.js,passed,231,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1088,cf309267,src/db/connection.js,passed,150,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1089,cf333752,src/models/user-model.js,passed,240,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1090,cf392136,src/auth/legacy-jwt.js,passed,132,manual_run,SYNTHETIC_DATA_PROTOTYPE
1091,cf772642,src/middleware/auth-middleware.js,passed,101,manual_run,SYNTHETIC_DATA_PROTOTYPE
1092,cf128941,src/db/connection.js,passed,167,manual_run,SYNTHETIC_DATA_PROTOTYPE
1093,cf708792,src/middleware/auth-middleware.js,passed,96,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1094,cf462479,src/auth/validators.js,failed,182,manual_run,SYNTHETIC_DATA_PROTOTYPE
1095,cf503906,src/utils/logger.js,passed,160,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1096,cf101773,src/controllers/admin-controller.js,passed,211,manual_run,SYNTHETIC_DATA_PROTOTYPE
1097,cf446239,src/controllers/admin-controller.js,passed,47,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1098,cf414910,src/utils/logger.js,passed,61,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1099,cf831076,src/auth/validators.js,passed,113,manual_run,SYNTHETIC_DATA_PROTOTYPE
1100,cf797229,src/auth/validators.js,passed,79,manual_run,SYNTHETIC_DATA_PROTOTYPE
1101,cf696750,src/db/connection.js,passed,74,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1102,cf400850,src/auth/validators.js,passed,30,manual_run,SYNTHETIC_DATA_PROTOTYPE
1103,cf786508,src/controllers/admin-controller.js,passed,178,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1104,cf324082,src/utils/logger.js,passed,143,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1105,cf277934,src/models/user-model.js,passed,233,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1106,cf749342,src/middleware/auth-middleware.js,failed,199,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1107,cf805477,src/utils/logger.js,passed,222,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1108,cf125611,src/auth/validators.js,passed,80,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1109,cf991014,src/auth/legacy-jwt.js,failed,151,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1110,cf303880,src/middleware/auth-middleware.js,passed,191,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1111,cf787926,src/db/connection.js,passed,92,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1112,cf916232,src/auth/legacy-jwt.js,passed,227,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1113,cf643118,src/db/connection.js,failed,235,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1114,cf578634,src/models/user-model.js,failed,93,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1115,cf686075,src/controllers/user-controller.js,passed,200,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1116,cf954596,src/utils/logger.js,passed,143,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1117,cf266889,src/db/connection.js,passed,170,manual_run,SYNTHETIC_DATA_PROTOTYPE
1118,cf980660,src/models/user-model.js,passed,222,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1119,cf757193,src/auth/validators.js,passed,163,manual_run,SYNTHETIC_DATA_PROTOTYPE
1120,cf399607,src/controllers/admin-controller.js,passed,49,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1121,cf184491,src/controllers/admin-controller.js,passed,111,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1122,cf260227,src/controllers/user-controller.js,passed,128,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1123,cf668969,src/controllers/admin-controller.js,failed,134,manual_run,SYNTHETIC_DATA_PROTOTYPE
1124,cf508396,src/models/user-model.js,passed,82,manual_run,SYNTHETIC_DATA_PROTOTYPE
1125,cf498858,src/auth/legacy-jwt.js,passed,225,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1126,cf890075,src/models/user-model.js,failed,120,manual_run,SYNTHETIC_DATA_PROTOTYPE
1127,cf883826,src/db/connection.js,passed,137,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1128,cf609232,src/controllers/admin-controller.js,passed,99,manual_run,SYNTHETIC_DATA_PROTOTYPE
1129,cf936912,src/auth/legacy-jwt.js,passed,201,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1130,cf752483,src/db/connection.js,passed,149,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1131,cf795205,src/auth/legacy-jwt.js,passed,181,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1132,cf584125,src/auth/legacy-jwt.js,failed,139,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1133,cf321941,src/controllers/user-controller.js,failed,127,manual_run,SYNTHETIC_DATA_PROTOTYPE
1134,cf391773,src/models/user-model.js,passed,224,manual_run,SYNTHETIC_DATA_PROTOTYPE
1135,cf120324,src/db/connection.js,passed,50,manual_run,SYNTHETIC_DATA_PROTOTYPE
1136,cf781725,src/auth/legacy-jwt.js,passed,119,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1137,cf890870,src/middleware/auth-middleware.js,passed,196,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1138,cf751517,src/auth/legacy-jwt.js,passed,81,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1139,cf219946,src/controllers/user-controller.js,passed,151,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1140,cf275939,src/controllers/admin-controller.js,passed,95,manual_run,SYNTHETIC_DATA_PROTOTYPE
1141,cf213349,src/middleware/auth-middleware.js,passed,71,manual_run,SYNTHETIC_DATA_PROTOTYPE
1142,cf493537,src/auth/legacy-jwt.js,passed,177,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1143,cf720859,src/db/connection.js,passed,80,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1144,cf991597,src/controllers/admin-controller.js,passed,227,manual_run,SYNTHETIC_DATA_PROTOTYPE
1145,cf464069,src/middleware/auth-middleware.js,passed,174,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1146,cf778998,src/db/connection.js,passed,47,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1147,cf210665,src/utils/logger.js,failed,137,manual_run,SYNTHETIC_DATA_PROTOTYPE
1148,cf841666,src/db/connection.js,passed,192,manual_run,SYNTHETIC_DATA_PROTOTYPE
1149,cf782054,src/controllers/user-controller.js,passed,217,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1150,cf587455,src/auth/validators.js,passed,167,manual_run,SYNTHETIC_DATA_PROTOTYPE
1151,cf437960,src/db/connection.js,passed,181,manual_run,SYNTHETIC_DATA_PROTOTYPE
1152,cf572700,src/controllers/admin-controller.js,passed,52,manual_run,SYNTHETIC_DATA_PROTOTYPE
1153,cf800646,src/controllers/admin-controller.js,passed,175,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1154,cf290672,src/db/connection.js,passed,156,manual_run,SYNTHETIC_DATA_PROTOTYPE
